location,violations,latitude,longitude,police_station
"Hosa Road, SLV Sankalpa, Naganathapura, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",3,12.874951333333334,77.66960089999999,Electronic City
"Hope Farm Underpass, Ambedkar Nagar, S.M Krishna Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",3,12.9835365,77.75235926666666,Whitefield
"Horamavu Main Road, Another Sky by Living Walls, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",3,13.019960900000001,77.65630896666666,Hennuru
"19th C Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,13.003535566666665,77.55022833333334,Malleshwaram
"18th Main Road, Ittamadu, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)",3,12.91465163314185,77.55368537647198,K.S. Layout
"Srinivagilu Main Road, Nanjappa Reddy Layout, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",3,12.945182633333333,77.61955063333333,Adugodi
"Bannerghatta Main Road, Pride Regalia Apartment, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",3,12.879457366666665,77.59541296666667,J.P. Nagar
"Bannerghatta Main Road, Pukhraj Layout, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",3,12.943650566666667,77.60285876666667,Adugodi
"Palace Road, MV Block, PG Halli, Bengaluru, Karnataka. Pin-560003 (India)",3,12.9991713,77.58167156666667,Sadashivanagar
"Padmasri CK Venkata Ramaiah Road, Devasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)",3,13.037477966666666,77.56560113333335,Kodigehalli
"2nd Cross Road, Chicklalbagh, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",3,12.973277766666667,77.57434,Upparpet
"2nd Cross Road, Chowdappa Layout, Bapuji Nagar Stage 2, Bengaluru, Karnataka. Pin-560026 (India)",3,12.958572466666666,77.53942376666667,Vijayanagara
"Hindus Cemetery Road, Century Breeze, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",3,13.096160566666669,77.60036283333334,Yelahanka
"9th Cross Road, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",3,12.949374566666668,77.59739139999999,Wilson Garden
"9th Cross Road, Ganapathinagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",3,13.063474433333333,77.59076643333333,Kodigehalli
"9th Cross Road, Gangamma Circle, Bandepalya, Bengaluru, Karnataka. Pin-560068 (India)",3,12.895984612283934,77.63844644675976,HSR Layout
"1st A Main Road, Vijay Mansion, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",3,12.967540366666666,77.54154293333333,Vijayanagara
"1st Anjaneya Temple Street, Krishna Block, Malleshwaram, Bengaluru, Karnataka. Pin-560020 (India)",3,12.9927589,77.5743565,Sheshadripuram
"Bannerghatta Main Road, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)",3,12.852074266666667,77.58829303333334,Thalagattapura
"Bannerghatta Main Road, Prestige Park Square, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)",3,12.844933500000002,77.58808573333333,Hulimavu
"Bannerghatta Main Road, Gajendra Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",3,12.952656733333333,77.6050727,Ashok Nagar
"Dr BR Ambedkar College Road, SH Layout, Kaval Baira Sandra, Bengaluru, Karnataka. Pin-560032 (India)",3,13.0233676,77.60939776666667,K.G. Halli
"1st A Cross Road, Koramangala 7th Block, A Adugodi, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",3,12.934992966666668,77.61780613333333,Adugodi
"19th Main Road, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",3,12.916951166666665,77.64479743333334,HSR Layout
"Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",3,12.93802858668757,77.69930932793658,HAL Old Airport
"Palace Road, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,12.973903133333332,77.58170776666667,Halasuru Gate
"2nd Cross Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",3,13.007472733333332,77.69568716666667,K.R. Pura
"2nd Cross Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,13.007136033333333,77.55450366666668,Malleshwaram
"9th Cross Road, Sarakki, JP Nagar 1st Phase, Sarakki, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",3,12.911248899999999,77.5744239,Jayanagara
"2nd Cross Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,13.007927633333333,77.54896786666667,Malleshwaram
"2nd Cross Road, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,12.957651033333335,77.7019391,HAL Old Airport
"Honey Special Cake, 9th Main Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",3,12.9124797,77.6353454,HSR Layout
"9th Main Road, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",3,12.882685405485153,77.64880572192031,Electronic City
"Peenya 2nd Statge Bus Stop Road, Industrial Area Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",3,13.012050866666668,77.5052748,Peenya
"Dr MV Jayaraman Road, Silver Palace Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,12.995242499999998,77.58790326666666,High ground
"Srinivagilu Main Road, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",3,12.934756966666667,77.62933426666666,Adugodi
"Sri Sri Sri Tiruchi Mahaswamiji Road, Srinivasapura Cross, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",3,12.904228566666667,77.51244003333333,Kengeri
"Sri Sri Sri Tiruchi Mahaswamiji Road, Suguna Elite Avenue, Halagevaderahalli, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",3,12.9206388,77.5140909,Kengeri
"Peenya Industrial Area, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India",3,13.039918866666667,77.51882956666667,Peenya
"Peenya Main Road, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",3,13.036883966666666,77.52152703333333,Peenya
"Pipe Line Road, Ramesh Babu Circle, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",3,12.9648309,77.54379226666667,Vijayanagara
"2nd Cross Road, BDA Apartments, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",3,12.972561933333333,77.65763236666668,Jeevanbheemanagar
"2nd Cross Road, Bangalore City Employees Housing & Social Welfare Cooperative Society, Vidyagiri Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",3,12.956538766666668,77.51981843333333,Byatarayanapura
"Hennur Main Road, Basavanna Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",3,13.051646766666666,77.64601633333334,Hennuru
"Hennur Main Road, Patel Ramaiah Nagar, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",3,13.0638323,77.65191793333334,Hennuru
"9th Main Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",3,12.894300166666667,77.63649366666667,Madiwala
"29th Cross Road, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,12.994763,77.5517753,Rajajinagar
"Pizza Hut, 66/1, Coles Road, Sindhi Colony, Frazer Town, Pulakeshi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",3,12.9958089,77.6134484,Pulikeshinagar(F.Town)
"9th Main Road, Byrappa Block, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)",3,12.929008433333335,77.56795616666666,Banashankari
"9th Cross Road, Telecom Layout, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",3,12.969669600000001,77.54601456666667,Magadi Road
"9th Cross Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",3,12.954455033333332,77.5896431,Wilson Garden
"Dr Rajkumar Puniya Bhoomi Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3,12.92391311444773,77.55313651895152,Banashankari
"Dr Rajkumar Puniya Bhoomi Road, Block 7 Phase 4, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3,12.922781066666667,77.55660873333333,Banashankari
"Dr Rajgopal Road, Judicial Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",3,13.039733633333332,77.57332203333334,Kodigehalli
"Bannerghatta Main Road, Gupta Layout, Lakkasandra, Bengaluru, Karnataka. Pin-560030 (India)",3,12.942622,77.60280346666666,Adugodi
"Bannerghatta Main Road, IBC Knowledge Park, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",3,12.932977733333333,77.6013277,Mico Layout
"1st Cross Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",3,12.917116166666666,77.5725279,Banashankari
"Pizza Hut, 16, 17th Cross Road, M C Layout, Dr. Vishnuvardhan Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",3,12.967857133333332,77.53604343333333,Vijayanagara
"2nd Cross Road, Aisshwarya Excellency, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",3,12.998165866666668,77.6704934,Banaswadi
"9th Main Road, Jayanagar 3rd Block, Yediyuru, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560011, India",3,12.93658,77.5839467,Jayanagara
"9th Main Road, Karisandra, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",3,12.924460533333333,77.57042456666666,Banashankari
"29th Cross Road, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,12.994394499999999,77.5526632,Rajajinagar
"29th Main Road, Kempamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,13.011715166666667,77.52912616666667,Rajajinagar
"2nd A Cross Road, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",3,12.882496746287288,77.64672718264458,Electronic City
"2nd A Cross Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",3,12.926466066666668,77.67685623333334,Bellandur
"27th Main Road, Mahaveer Seasons, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",3,12.910773433333333,77.6513656,HSR Layout
"9th Main Road, Ideal Homes Township Circle, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",3,12.924482266666667,77.51810283333333,Kengeri
"9th Main Road, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3,12.97222,77.6420933,Jeevanbheemanagar
"Police Station Road, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,12.964760933333332,77.57537726666666,City Market
"Bank of Baroda, 12, 1st Main Road, West of Chord Road 2nd Stage, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",3,12.9976733,77.5496088,Vijayanagara
"Dr Rajkumar Puniya Bhoomi Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3,12.926499399999999,77.54834803333334,Banashankari
"Bangalore Dairy Circle, Bannerghatta Road, Lakkasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",3,12.936953299999999,77.60182383333334,Mico Layout
"Sri Mahasharana Madivala Machideva Flyover, Ansal Forte, Madiwala, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",3,12.915669166666666,77.62336379999999,Mico Layout
"Sri Mahasharana Madivala Machideva Flyover, Madiwala, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",3,12.9151861,77.6235869,Mico Layout
"1st B Main Road, Block 2 Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,12.997570000000001,77.5537083,Rajajinagar
"Sri Nitturu Srinivasarao Road, IndiQube South Summit, Vijayarangam Layout, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",3,12.936757453639524,77.57711268801467,Jayanagara
"Pottery Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",3,13.002132266666669,77.61264293333333,Pulikeshinagar(F.Town)
"Pragathipura Main Road, Banashankari Temple Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",3,12.913575033333332,77.57238100000001,K.S. Layout
"Police Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",3,12.967960766666666,77.57029543333333,Chamarajpet
"Pramukh Swami Maharaj Road, Rajajinagar IT Park, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560044 (India)",3,12.977765766666666,77.54872110000001,Magadi Road
"Pratham Motors, 16, Outer Ring Road, Bellanduru, Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",3,12.927874430000001,77.67999717333333,Bellandur
"Haudin Road, Nitesh Logos, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",3,12.9770038,77.61912036666666,Halasur
"Haralur Road, Ambalipura, Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560103, India",3,12.895386366666665,77.65768776666665,HSR Layout
"1st Cross Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",3,12.974893633333332,77.57037743333333,Chamarajpet
"1st Cross Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",3,12.926585266666669,77.6765707,Bellandur
"Dr Rajkumar Puniya Bhoomi Road, Jenakal Siddeswara Nagar, Kempamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,13.012074433333334,77.52897386666666,Rajajinagar
"1st Cross Road, Block 1, JP Nagar Phase 9, Bengaluru, Karnataka. Pin-560062 (India)",3,12.8712858,77.5702791,Thalagattapura
"1st Cross Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,12.973108033333332,77.60948073333333,Ashok Nagar
"Sri Narsimha Rao Road, JC Road Mission Road Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",3,12.965511133333335,77.58677416666667,Halasuru Gate
"Professor BS Madhava Rao Circle, Madhav Rao Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",3,12.944034366666665,77.57679836666667,Basavanagudi
"Public Toilet And Bath, Tumkur Road, Goragunte Palya, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",3,13.0305239,77.53659713333333,Yeshwanthpura
"Haines Road, Weave, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",3,12.997487466666668,77.60962216666667,Pulikeshinagar(F.Town)
"9th Main Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",3,12.9925401,77.55740533333334,Rajajinagar
"R. P. Kamat's, Dhanvanthari Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",3,12.975962566666666,77.57493529999999,Upparpet
"Queens Road, HVS Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,12.985362966666665,77.59755223333333,High ground
"Queens Road, Prestige Edwardian Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,12.986537466666666,77.5981369,Shivajinagar
"268, Sampige Road, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,13.008200633333333,77.57114136666667,Malleshwaram
"24th Main Road, Mayura Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",3,12.9106089,77.58578116666666,J.P. Nagar
"Haines Road, Meelad Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",3,12.9908128,77.60650113333334,Pulikeshinagar(F.Town)
"Sri Mathi Swamappa Road, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",3,12.947984733333334,77.5970585,Wilson Garden
"Bangalore Bellary Road, Dr Sri Shivakumara Swamiji Circle, Devanahalli, Karnataka. Pin-562110 (India)",3,13.257885033333332,77.71748076666667,Devanahalli Airport
"Banashankari TTMC, Marenahalli Road, Shakambari Nagar, Shakambarinagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560070, India",3,12.917546199999999,77.5738173,Jayanagara
"Sri ML Subbaraju Road, Anil Kumble Chowk, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3,12.975608266666667,77.60124656666666,Cubbon Park
"1st Cross Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3,12.926013033333334,77.55027066666668,Banashankari
"1st Cross Road, Concorde Silicon Valley, Maragondanahalli, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",3,12.840201933333333,77.6509435,Electronic City
"RK Road Number 7, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",3,13.067491233333334,77.5928061,Kodigehalli
"251, 17th Cross Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",3,12.912406866666666,77.63346826666667,HSR Layout
"253, Sampige Road, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,13.007401466666666,77.57118486666667,Malleshwaram
"24th Cross Road, NTI Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",3,13.0690549,77.58570036666667,Kodigehalli
"A Cross Road, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,13.020581266666667,77.5369831,Rajajinagar
"A Cross Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",3,13.0460555,77.5481552,Jalahalli
"HN Nanjegowda Road, Bhawani Nagar, Gavipuram, Bengaluru, Karnataka. Pin-560004 (India)",3,12.947997466666665,77.5590146,Basavanagudi
"RT Nagar Main Road, Block 2, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",3,13.021716366666666,77.59260093333334,R.T. Nagar
"Sree Swami Vivekananda Road, Benaka Layout, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",3,13.024267766666668,77.62732390000001,K.G. Halli
"Sri Dharmaraya Swamy Temple Main Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",3,12.965532033333332,77.58377523333333,Halasuru Gate
"1st Cross Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",3,12.9771968,77.57556383333333,Upparpet
"1st Cross Road, Cauvery Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",3,12.931479966666666,77.60931133333332,Mico Layout
"Dr Rajkumar Puniya Bhoomi Road, Salarpuria Aristocracy, Weavers Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",3,12.906309766666666,77.57586413333334,J.P. Nagar
"Ballari Road, Shettigere, Minakunte Hosuru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562157, India",3,13.19188656,77.64717925,Chikkajala
"Banaswadi Main Road, Muniga Layout, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560033 (India)",3,13.002800233333332,77.6349662,Banaswadi
"22nd Main Road, Kattera Guppe, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",3,12.938613466666666,77.5532718,Basavanagudi
"23rd Cross Road, Dr Shivaramakaranth Nagar, Srirampura, Bengaluru, Karnataka. Pin-560077 (India)",3,13.0681218,77.633364,Hennuru
"HAL Old Airport Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",3,12.9601415,77.6455042,Jeevanbheemanagar
"RV Road, 22nd Cross 4th Main Road Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",3,12.931235233333334,77.5800473,Jayanagara
"Railway Parallel Road, Kumara Park East, High Grounds, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,12.989053966666667,77.57828496666667,Sheshadripuram
"Rachenahalli Main Road, Thanisandra Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",3,13.0558794,77.6322942,Hennuru
"247, 17th Cross Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",3,12.9123466,77.6340253,HSR Layout
"HAL Airport Road, HAL Industrial Area, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,12.954452633333332,77.6804722,HAL Old Airport
"Rajajinagar 3rd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",3,12.987303766666665,77.55282023333332,Rajajinagar
"1st Cross Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3,12.970168199999998,77.64200273333334,Jeevanbheemanagar
"Bagaluru Main Road, Siri Nagar, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",3,13.122245166666666,77.62948726666666,Yelahanka
"BTS Main Road, Shanti Nagar, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India",3,12.954761966666666,77.59344800000001,Wilson Garden
"Raintree Boulevard Internal Road, Phoenix Mall of Asia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",3,13.0653597,77.59152603333332,Kodigehalli
"22nd Cross Road, Gangadhara Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",3,12.9741491,77.53586503333332,Vijayanagara
"22nd Cross Road, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",3,12.909252433333334,77.64073086666667,HSR Layout
"HAL Airport Road, NTR Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,12.956000866666665,77.69339833333333,HAL Old Airport
"HAL Airport Road, Police Quarter, Sector 3, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,12.954942233333334,77.68612776666667,HAL Old Airport
"HAL Airport Road, Ramagondanahalli South Taluka, Bengaluru, Karnataka. Pin-560066 (India)",3,12.956950266666666,77.73909493333333,Whitefield
"Adi Chunchanagiri Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",3,12.97363,77.5447187,Vijayanagara
"HAL Airport Road, Renaissance Jagriti, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",3,12.956967999999998,77.74077246666667,Whitefield
"21st Cross Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",3,12.972290033333332,77.58135346666667,Halasuru Gate
"1st Temple Street, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",3,13.005898066666667,77.571659,Malleshwaram
"Rajadhani Pub, Subedar Chatram Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",3,12.978758033333333,77.57504066666667,Upparpet
"Aga Abbas Ali Road, HM Gladiolus, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",3,12.9754995,77.6175195,Halasur
"1st Cross Road, Kaverappa Industrial Area, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",3,12.9086592,77.6023455,Mico Layout
"Bagalur Road, Lazar Layout, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",3,13.003753533333333,77.61952723333333,Pulikeshinagar(F.Town)
"BT Street, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",3,12.9721843,77.5769529,City Market
"Sporting Goods Shop, 15, Jumma Masjid Road, Tasker Town, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,12.982770566666666,77.60616783333333,Shivajinagar
"1st Main Road, Widia Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",3,12.960270466666666,77.53073903333333,Byatarayanapura
"Ratna Vilas Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",3,12.938288233333333,77.57683476666666,Basavanagudi
"Ramesh Nagar Main Road, Phase 2, Ramesh Nagar, Vimanapura, Bengaluru, Karnataka. Pin-560037 (India)",3,12.960844766666668,77.6817266,HAL Old Airport
"Ranasingpete, Cottonpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",3,12.968425966666667,77.57090873333334,Chamarajpet
"Alice Circle, Dispensary Road, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,12.981577666666666,77.6081911,Shivajinagar
"H Siddiah Road, Gurappa Garden, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",3,12.95689918586478,77.5831579154725,City Market
"Akme Ballet, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",3,12.979355233333331,77.69430386666666,Mahadevapura
"Rangnath Colony Main Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",3,12.948152833333333,77.53517766666667,Byatarayanapura
"20th Cross Road, AECS Layout B Block, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",3,12.880493922144304,77.64139310743434,Hulimavu
"1st Main Road, Vinayaka Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",3,13.017346333333334,77.70482923333333,K.R. Pura
"Raw Mango, 5,6, Walton Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3,12.971506766666666,77.59773873333334,Cubbon Park
"1st Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",3,12.9827031,77.61039606666667,Shivajinagar
"Gundappa Road, Shanbhog Narayanappa Layout, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",3,13.0544083,77.57581626666666,Kodigehalli
"Gundappa Road, Tatanagar Circle, Tata Nagar, Bengaluru, Karnataka. Pin-560092 (India)",3,13.053744333333334,77.57540913333334,Kodigehalli
"1st Cross Road, Nehru Nagar, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",3,12.988754766666666,77.57576143333334,Sheshadripuram
